nome_cliente_16;codice_articolo_16;articolo_colore_16;unita_di_misura_16;quantita_16;imponibile_16
CIOCCA SPA;;;KG;3,39000010490417;-50,51
CIOCCA SPA;;;;;
CIOCCA SPA;PF0008040/20X661000;40/2 ELAS RIT PA 66 - MORO 81;KG;91,9800007343292;1181,94
CIOCCA SPA;PF0008040/20X661001;40/2 ELAS RIT PA 66 - NERO 20;KG;839,860000133514;10792,26
CIOCCA SPA;PF0008040/20X661002;40/2 ELAS RIT PA 66 - BLU NOTTE 85;KG;939,979996919632;12078,74
CIOCCA SPA;PF0008040/20X661003;40/2 ELAS RIT PA 66 - GRIGIO TOPO 88;KG;139,839999616146;1796,96
CIOCCA SPA;PF0008040/20X661004;40/2 ELAS RIT PA 66 - ANTRACITE 89;KG;297,850000977516;3827,37
CIOCCA SPA;PF0008040/20X661005;40/2 ELAS RIT PA 66 - BORDO' 58;KG;62,3199992179871;800,8
CIOCCA SPA;PF0008040/20X661007;40/2 ELAS RIT PA 66 - BLU NAVY 77;KG;15,5900001525879;200,34
CIOCCA SPA;PF0008040/20X661008;40/2 ELAS RIT PA 66 - CORDA 06;KG;57,3299994468689;736,69
CIOCCA SPA;PF0008040/20X661009;40/2 ELAS RIT PA 66 - ARGENTO 36;KG;46,0700006484985;592,01
CIOCCA SPA;PF0008040/20X661016;40/2 ELAS RIT PA 66 - SABBIA 03;KG;202,939999818802;2607,8
CIOCCA SPA;PF0008040/20X661023;40/2 ELAS RIT PA 66 - AVIO 712;KG;13,9799998998642;179,64
CIOCCA SPA;PF0008040/20X661026;40/2 ELAS RIT PA 66 - BEIGE 111;KG;16,2399997711182;208,68
CIOCCA SPA;PF0008040/20X661030;40/2 ELAS RIT PA 66 - AVIO 778;KG;17,8700003623962;229,63
CIOCCA SPA;PF0008040/20X661033;40/2 ELAS RIT PA 66 - BEIGE 14;KG;17,610000371933;226,29
CIOCCA SPA;PF0008040/20X661037;40/2 ELAS RIT PA 66 - GREGGIO;KG;448,169996976852;3876,67
CIOCCA SPA;PF0008060/20X661000;60/2 ELAS RIT PA 66 - MORO 81;KG;29,3400001525879;311,01
CIOCCA SPA;PF0008060/20X661001;60/2 ELAS RIT PA 66 - NERO 20;KG;752,939998745918;7981,09
CIOCCA SPA;PF0008060/20X661002;60/2 ELAS RIT PA 66 - BLU NOTTE 85;KG;473,309998750687;5017,06
CIOCCA SPA;PF0008060/20X661003;60/2 ELAS RIT PA 66 - GRIGIO TOPO 88;KG;117,790000796318;1248,57
CIOCCA SPA;PF0008060/20X661004;60/2 ELAS RIT PA 66 - ANTRACITE 89;KG;195,400000810623;2071,23
CIOCCA SPA;PF0008060/20X661005;60/2 ELAS RIT PA 66 - BORDO' 58;KG;44,6100010871887;472,87
CIOCCA SPA;PF0008060/20X661007;60/2 ELAS RIT PA 66 - BLU NAVY 77;KG;45,6300001144409;483,67
CIOCCA SPA;PF0008060/20X661008;60/2 ELAS RIT PA 66 - CORDA 06;KG;16,5799999237061;175,75
CIOCCA SPA;PF0008060/20X661009;60/2 ELAS RIT PA 66 - ARGENTO 36;KG;44,1000000238419;467,46
CIOCCA SPA;PF0008060/20X661014;60/2 ELAS RIT PA 66 - GHIACCIO 131;KG;16,9699997901917;179,88
CIOCCA SPA;PF0008060/20X661016;60/2 ELAS RIT PA 66 - SABBIA 03;KG;26,9499998092651;285,67
CIOCCA SPA;PF0008060/20X661024;60/2 ELAS RIT PA 66 - BIANCO 02;KG;313,069997549057;3318,55
CIOCCA SPA;PF0008060/20X661026;60/2 ELAS RIT PA 66 - BEIGE 111;KG;16,4000005722046;173,84
CIOCCA SPA;PF0008060/20X661030;60/2 ELAS RIT PA 66 - AVIO 778;KG;16,1199994087219;170,87
CIOCCA SPA;PF0008060/20X661031;60/2 ELAS RIT PA 66 - GHISA 87;KG;17,0700006484985;180,94
CIOCCA SPA;PF0008060/20X661033;60/2 ELAS RIT PA 66 - BEIGE 14;KG;14,7599997520447;156,46
CIOCCA SPA;PF0008060/20X661037;60/2 ELAS RIT PA 66 - GREGGIO;KG;251,090000510216;1832,96
CIOCCA SPA;PF0008060/30X661001;60/3 ELAS RIT PA 66 - NERO 20;KG;110,430000066757;1214,73
CIOCCA SPA;PF0008060/30X661002;60/3 ELAS RIT PA 66 - BLU NOTTE 85;KG;32,2999998927116;355,3
CIOCCA SPA;PF0008060/30X661003;60/3 ELAS RIT PA 66 - GRIGIO TOPO 88;KG;16,9700002670288;186,67
CIOCCA SPA;PF0008060/30X661004;60/3 ELAS RIT PA 66 - ANTRACITE 89;KG;15,7200002670288;172,92
CIOCCA SPA;PF0008060/30X661024;60/3 ELAS RIT PA 66 - BIANCO 02;KG;63,4699997901917;698,17
CIOCCA SPA;PF000844/340XTC1010;44/34/2 ELAS RIT TACTEL - NERO 20;KG;170,860000491142;2545,84
CIOCCA SPA;PF000844/340XTC1011;44/34/2 ELAS RIT TACTEL - BLU NOTTE 85;KG;154,460002660751;2301,49
CIOCCA SPA;PF000844/340XTC1012;44/34/2 ELAS RIT TACTEL - ANTRACITE 89;KG;64,3099999427795;958,23
CIOCCA SPA;PF000844/340XTC1015;44/34/2 ELAS RIT TACTEL - CORDA 06;KG;27,8400001525879;414,83
CIOCCA SPA;PF000844/340XTC1037;44/34/2 ELAS RIT TACTEL - GREGGIO;KG;24,0800004005432;312,74
DOLCI CALZE 2 SRL;;;;;
DOLCI CALZE 2 SRL;PF0010060/20X661006;60/2 ELAS RIT PA 66 - FUME';KG;98,3999979496002;1230,01
DOLCI CALZE 2 SRL;PF0010060/20X661012;60/2 ELAS RIT PA 66 - MARRONE SPENTO;KG;28,8800001144409;361,01
DUBLO SRL;;;KG;10,8100004196167;-28,11
DUBLO SRL;;;;;
DUBLO SRL;PF001167/200K661000;67/20 LISCIO VOILE RIT 450 GIRI PA 66 - MARRONE 090;KG;124,779999434948;1697,02
DUBLO SRL;PF001167/200K661001;67/20 LISCIO VOILE RIT 450 GIRI PA 66 - BLEU 051;KG;400,100000143051;5441,33
DUBLO SRL;PF001167/200K661002;67/20 LISCIO VOILE RIT 450 GIRI PA 66 - NERO 002;KG;335,630000472069;4564,56
DUBLO SRL;PF001167/200K661003;67/20 LISCIO VOILE RIT 450 GIRI PA 66 - ANTRACITE 082;KG;178,819999694824;2431,95
DUBLO SRL;PF001167/200K661005;67/20 LISCIO VOILE RIT 450 GIRI PA 66 - GRIGIO MEDIO 084;KG;96,0100009441376;1305,72
DUBLO SRL;PF001167/200K661007;67/20 LISCIO VOILE RIT 450 GIRI PA 66 - CASTORO 016;KG;31,9900002479553;435,07
DUBLO SRL;PF001167/200K661008;67/20 LISCIO VOILE RIT 450 GIRI PA 66 - VERDE SALVIA 192;KG;28,9700002670288;393,99
DUBLO SRL;PF001167/200K661011;67/20 LISCIO VOILE RIT 450 GIRI PA 66 - BORDO' 064;KG;63,1600008010864;858,98
DUBLO SRL;PF001167/200K661016;67/20 LISCIO VOILE RIT 450 GIRI PA 66 - GREGGIO;KG;10,8100001811981;147,01
DUBLO SRL;PF0011784620XTC1012;78/46/2 ELAS RIT TACTEL - NERO 002;KG;35,7099990844727;428,52
DUBLO SRL;PF0011784620XTC1013;78/46/2 ELAS RIT TACTEL - BLEU 051;KG;35,5100002288818;426,12
DUBLO SRL;PF0011784620XTC1014;78/46/2 ELAS RIT TACTEL - ANTRACITE 082;KG;32,2100005149841;386,52
DUBLO SRL;PR00110010;;;0;549,49
FACI di Falzoni Luigi & C. SNC;;;;;
FACI di Falzoni Luigi & C. SNC;PF0026040/20X661015;40/2 ELAS RIT PA 66 - BORDO' PIRI;KG;10,25;123
FACI di Falzoni Luigi & C. SNC;PF0026040/20XP61007;40/2 ELAS RIT PA 6 - BIANCO LANA SCURO;KG;60,1299991607666;691,51
FACI di Falzoni Luigi & C. SNC;PF0026040/20XP61009;40/2 ELAS RIT PA 6 - ROSA BABY 22 GS;KG;37,6200013160706;432,65
FACI di Falzoni Luigi & C. SNC;PF0026040/20XP61010;40/2 ELAS RIT PA 6 - BIANCO;KG;1280,13999599218;14721,87
FACI di Falzoni Luigi & C. SNC;PF0026040/20XP61024;40/2 ELAS RIT PA 6 - POUDRE 2014;KG;30,4800002574921;350,53
FACI di Falzoni Luigi & C. SNC;PF0026070/20XP61025;70/2 ELAS RIT PA 6 - NERO;KG;193,490001440048;1625,33
FACI di Falzoni Luigi & C. SNC;PF0026LUC700XP61000;70 LUCIDO RIT PA 6 - CANDIDO;KG;226,049998283386;3390,75
FACI di Falzoni Luigi & C. SNC;PF0026LUC700XP61001;70 LUCIDO RIT PA 6 - LANA SETA 02;KG;19,2500002384186;288,75
FACI di Falzoni Luigi & C. SNC;PF0026LUC700XP61008;70 LUCIDO RIT PA 6 - NERO;KG;175,989998817444;2639,85
FACI di Falzoni Luigi & C. SNC;PR00260001;;;0;1976,68
FACI di Falzoni Luigi & C. SNC;PR00260004;;;0;10,25
FACI di Falzoni Luigi & C. SNC;PR00260007;;;0;404,9
GEMTEX SRL;;;;;
GEMTEX SRL;PF0028070/20XP61002;70/2 ELAS RIT PA 6 - ARANCIO 62;KG;57,9600009918213;504,25
GEMTEX SRL;PF0028070/20XP61004;70/2 ELAS RIT PA 6 - GRIGIO SCURO 27;KG;53,4699997901917;465,19
GEMTEX SRL;PF0028070/20XP61008;70/2 ELAS RIT PA 6 - ROSSO N.32;KG;323,380000114441;2813,44
GEMTEX SRL;PF0028070/20XP61011;70/2 ELAS RIT PA 6 - AZZURRO 627;KG;33,2099995613098;288,93
GEMTEX SRL;PF0028070/20XP61017;70/2 ELAS RIT PA 6 - CANDIDO;KG;207,269999504089;1803,26
GEMTEX SRL;PF0028070/20XP61018;70/2 ELAS RIT PA 6 - NERO A CAMPIONE;KG;225,789999067783;1964,38
GEMTEX SRL;PF0028070/20XP61019;70/2 ELAS RIT PA 6 - GRIGIO 149;KG;209,219998598099;1820,22
GEMTEX SRL;PF0028070/20XP61025;70/2 ELAS RIT PA 6 - GRIGIO SCURO 630;KG;165,939999580383;1443,67
GEMTEX SRL;PF0028070/20XP61030;70/2 ELAS RIT PA 6 - BLU SCURO NAVY 1010;KG;54,4800004959106;473,98
GEMTEX SRL;PF0028070/20XP61036;70/2 ELAS RIT PA 6 - GRIGIO CHIARO 18;KG;261,769999623299;2277,4
GEMTEX SRL;PF0028070/20XP61038;70/2 ELAS RIT PA 6 - GRIGIO MEDIO 26;KG;107,659999847412;936,65
GEMTEX SRL;PF0028070/20XP61064;70/2 ELAS RIT PA 6 - GRIGIO MEDIO 167;KG;47,1100003123283;409,86
GEMTEX SRL;PF0028070/20XP61065;70/2 ELAS RIT PA 6 - GRIGIO JOLIDON 167;KG;32,8600002527237;285,89
GEMTEX SRL;PF0028070/20XP61066;70/2 ELAS RIT PA 6 - GRIGIO JOLIDON 168;KG;34,8499989509583;303,2
GEMTEX SRL;PF0028070/20XP61068;70/2 ELAS RIT PA 6 - BLU COOP 2016;KG;302,750002384186;2633,94
GEMTEX SRL;PF0028070/20XP61069;70/2 ELAS RIT PA 6 - CRUDO 166;KG;32,0500011444092;278,84
GEMTEX SRL;PF0028070/20XP61070;70/2 ELAS RIT PA 6 - BLU ERMAN N. 173;KG;103,819999694824;903,24
GEMTEX SRL;PF002870/160IP61016;78/2 MELANGE INTERLACCIATO PA 6 - GRIGIO MELANGE CHIARO 8545;KG;56,5600003004074;622,16
INTERKNIT SRL;;;;;
INTERKNIT SRL;PF0032070/10AP61036;70/1 ELAS APE PA 6 - 37557 CARDINALE 8037;KG;15,9200004339218;144,87
INTERKNIT SRL;PF0032070/20XP61017;70/2 ELAS RIT PA 6 - 33603 LIGHT GREY;KG;26,8600006103516;231
INTERKNIT SRL;PF0032070/20XP61028;70/2 ELAS RIT PA 6 - 36854 DIVA PINK FLUO;KG;15,9600003957748;137,26
INTERKNIT SRL;PF0032070/20XP61029;70/2 ELAS RIT PA 6 - 37059 SULPHUR SPRING;KG;30,5900001525879;263,08
INTERKNIT SRL;PF0032070/30XP61005;70/3 ELAS RIT PA 6 - 35344 VERDE LODEN;KG;32,3099999427795;274,64
