codice_articolo;kg;data_ordine;data_etichetta;giorni;Unnamed: 6
PFD588040/20XEX;40;25/11/2024;05/12/2024;10;
PF0845040/20XEX;50;05/12/2024;11/12/2024;6;
PF0513040/20XEX;40;05/12/2024;12/12/2024;7;
PF0845040/20XEX;50;05/12/2024;12/12/2024;7;
PF0371040/20XEX;50;05/12/2024;19/12/2024;14;
PF0371040/20XEX;50;05/12/2024;19/12/2024;14;
PF0845040/20XEX;50;05/12/2024;19/12/2024;14;
PF0845040/20XEX;50;05/12/2024;19/12/2024;14;
PF0513040/20XEX;80;05/12/2024;19/12/2024;14;
PF0029040/20XEX;30;11/12/2024;03/01/2025;23;
PF0673040/20XEX;30;12/12/2024;03/01/2025;22;
PF0845040/20XEX;30;12/12/2024;03/01/2025;22;
PF0580040/20XEX;40;12/12/2024;03/01/2025;22;
PF0580040/20XEX;50;12/12/2024;03/01/2025;22;
PF0673040/20XEX;50;12/12/2024;03/01/2025;22;
PF0673040/20XEX;20;12/12/2024;04/01/2025;23;
PF0673040/20XEX;40;12/12/2024;09/01/2025;28;
PF0470040/20XEX;50;13/01/2025;17/01/2025;4;
PF0470040/20XEX;100;13/01/2025;24/01/2025;11;
PF0720040/20XEX;60;13/01/2025;28/01/2025;15;
PF0470040/20XEX;100;13/01/2025;28/01/2025;15;
PF0309040/20XEX;50;24/01/2025;29/01/2025;5;
PF0309040/20XEX;20;21/01/2025;31/01/2025;10;
PF0457040/20XEX;50;20/01/2025;04/02/2025;15;
PF0034040/20XEX;40;10/01/2025;06/02/2025;27;
PF0507040/20XEX;20;20/01/2025;10/02/2025;21;
PF0507040/20XEX;20;29/01/2025;10/02/2025;12;
PF0720040/20XEX;60;03/02/2025;19/02/2025;16;
PF0008040/20XEX;40;11/02/2025;19/02/2025;8;
PF0309040/20XEX;40;13/02/2025;20/02/2025;7;
PF0349040/20XEX;40;17/02/2025;21/02/2025;4;
PF0470040/20XEX;20;18/02/2025;21/02/2025;3;
PF0309040/20XEX;30;30/01/2025;24/02/2025;25;
PF0349040/20XEX;50;17/02/2025;24/02/2025;7;
PF0470040/20XEX;20;18/02/2025;24/02/2025;6;
PF0470040/20XEX;40;18/02/2025;24/02/2025;6;
PF0470040/20XEX;40;18/02/2025;24/02/2025;6;
PF0580040/20XEX;150;04/02/2025;25/02/2025;21;
PF0470040/20XEX;50;18/02/2025;25/02/2025;7;
PF0371040/20XEX;84;04/02/2025;26/02/2025;22;
PF0034040/20XEX;40;24/02/2025;27/02/2025;3;
PF0371040/20XEX;100;24/02/2025;27/02/2025;3;
PF0513040/20XEX;50;03/03/2025;10/03/2025;7;
PF0513040/20XEX;14;12/03/2025;13/03/2025;1;
PF0513040/20XEX;20;12/03/2025;13/03/2025;1;
PF0513040/20XEX;20;03/03/2025;18/03/2025;15;
PF0513040/20XEX;50;03/03/2025;18/03/2025;15;
PF0457040/20XEX;50;07/03/2025;18/03/2025;11;
PF0457040/20XEX;50;07/03/2025;18/03/2025;11;
PF0008040/20XEX;40;03/03/2025;19/03/2025;16;
PF0008040/20XEX;100;03/03/2025;19/03/2025;16;
PF0580040/20XEX;100;11/03/2025;21/03/2025;10;
PF0513040/20XEX;60;11/03/2025;24/03/2025;13;
PF0673040/20XEX;50;20/03/2025;25/03/2025;5;
PF0580040/20XEX;50;11/03/2025;27/03/2025;16;
PF0513040/20XEX;60;11/03/2025;27/03/2025;16;
PF0580040/20XEX;50;24/03/2025;27/03/2025;3;
PF0580040/20XEX;100;24/03/2025;28/03/2025;4;
PF0598040/20XEX;60;18/03/2025;02/04/2025;15;
PF0507040/20XEX;20;21/03/2025;02/04/2025;12;
PF0513040/20XEX;130;01/04/2025;02/04/2025;1;
PF0513040/20XEX;20;12/03/2025;03/04/2025;22;
PF0673040/20XEX;50;20/03/2025;03/04/2025;14;
PF0034040/20XEX;40;27/03/2025;03/04/2025;7;
PF0008040/20XEX;40;03/03/2025;07/04/2025;35;
PF0034040/20XEX;40;21/03/2025;07/04/2025;17;
PF0349040/20XEX;15;07/04/2025;09/04/2025;2;
PF0327040/20XEX;40;07/04/2025;09/04/2025;2;
PF0349040/20XEX;100;07/04/2025;10/04/2025;3;
PF0349040/20XEX;40;07/04/2025;11/04/2025;4;
PF0034040/20XEX;20;27/03/2025;14/04/2025;18;
PF0720040/20XEX;140;08/04/2025;14/04/2025;6;
PF0034040/20XEX;30;27/03/2025;16/04/2025;20;
PF0152040/20XEX;45;10/04/2025;22/04/2025;12;
PF0152040/20XEX;40;10/04/2025;06/05/2025;26;
PF0371040/20XEX;100;29/04/2025;09/05/2025;10;
PF0034040/20XEX;40;16/04/2025;15/05/2025;29;
PF0845040/20XEX;100;14/05/2025;20/05/2025;6;
PF0845040/20XEX;20;14/05/2025;21/05/2025;7;
PF0845040/20XEX;20;14/05/2025;22/05/2025;8;
PF0845040/20XEX;20;14/05/2025;22/05/2025;8;
PF0845040/20XEX;20;14/05/2025;22/05/2025;8;
PF0845040/20XEX;80;14/05/2025;22/05/2025;8;
PF0457040/20XEX;50;19/05/2025;23/05/2025;4;
PF0507040/20XEX;20;14/05/2025;26/05/2025;12;
PF0580040/20XEX;50;26/05/2025;28/05/2025;2;
PF0875040/20XEX;20;21/05/2025;29/05/2025;8;
PF0875040/20XEX;20;21/05/2025;29/05/2025;8;
PF0470040/20XEX;20;19/05/2025;04/06/2025;16;
PF0470040/20XEX;40;19/05/2025;04/06/2025;16;
PF0470040/20XEX;80;19/05/2025;04/06/2025;16;
PF0470040/20XEX;80;19/05/2025;04/06/2025;16;
PF0580040/20XEX;100;26/05/2025;04/06/2025;9;
PF0034040/20XEX;80;15/05/2025;06/06/2025;22;
PF0558040/20XEX;50;03/06/2025;09/06/2025;6;
PF0558040/20XEX;50;03/06/2025;09/06/2025;6;
PF0513040/20XEX;60;04/06/2025;09/06/2025;5;
PF0598040/20XEX;35;15/05/2025;10/06/2025;26;
PF0513040/20XEX;20;04/06/2025;11/06/2025;7;
PF0580040/20XEX;150;05/06/2025;11/06/2025;6;
PF0349040/20XEX;50;13/06/2025;20/06/2025;7;
PF0034040/20XEX;40;23/06/2025;25/06/2025;2;
PF0580040/20XEX;100;26/06/2025;03/07/2025;7;
PF0513040/20XEX;60;02/07/2025;08/07/2025;6;
PF0034040/20XEX;20;02/07/2025;14/07/2025;12;
PF0034040/20XEX;40;29/07/2025;25/08/2025;27;
PF0598040/20XEX;50;17/07/2025;28/08/2025;42;
PF0354040/20XFL;42;05/01/2023;17/01/2023;12;
PF0354040/20XFL;45;05/01/2023;19/01/2023;14;
PF0354040/20XFL;45;05/01/2023;19/01/2023;14;
PF0354040/20XFL;45;05/01/2023;20/01/2023;15;
PF0354040/20XFL;100;05/01/2023;20/01/2023;15;
PF0354040/20XFL;83;31/01/2023;07/02/2023;7;
PF0354040/20XFL;14;31/01/2023;17/02/2023;17;
PF0354040/20XFL;86;31/01/2023;17/02/2023;17;
PF0327040/20XFL;97;17/03/2023;21/03/2023;4;
PF0724040/20XFL;50;20/03/2023;23/03/2023;3;
PF0327040/20XFL;97;17/03/2023;24/03/2023;7;
PF0724040/20XFL;50;20/03/2023;24/03/2023;4;
PF0354040/20XFL;45;23/03/2023;29/03/2023;6;
PF0354040/20XFL;45;23/03/2023;29/03/2023;6;
PF0354040/20XFL;45;23/03/2023;29/03/2023;6;
PF0354040/20XFL;45;23/03/2023;31/03/2023;8;
PF0729040/20XFL;40;30/03/2023;04/04/2023;5;
PF0424040/20XFL;50;23/05/2023;07/06/2023;15;
PF0757040/20XFL;40;22/06/2023;27/06/2023;5;
PF0424040/20XFL;20;30/06/2023;05/07/2023;5;
PF0354040/20XFL;50;04/07/2023;06/07/2023;2;
PF0354040/20XFL;100;25/07/2023;28/08/2023;34;
PF0354040/20XFL;100;29/08/2023;30/08/2023;1;
PF0327040/20XFL;100;03/08/2023;01/09/2023;29;
PF0327040/20XFL;100;03/08/2023;05/09/2023;33;
PF0354040/20XFL;40;04/09/2023;07/09/2023;3;
PF0341040/20XFL;50;04/10/2023;11/10/2023;7;
PF0341040/20XFL;80;04/10/2023;11/10/2023;7;
PF0341040/20XFL;80;09/10/2023;11/10/2023;2;
PF0341040/20XFL;80;09/10/2023;12/10/2023;3;
PF0354040/20XFL;45;10/10/2023;13/10/2023;3;
PF0341040/20XFL;80;23/10/2023;25/10/2023;2;
PF0341040/20XFL;80;23/10/2023;25/10/2023;2;
PF0424040/20XFL;50;22/11/2023;27/11/2023;5;
PF0729040/20XFL;60;09/02/2024;19/02/2024;10;
PF0354040/20XFL;50;08/04/2024;12/04/2024;4;
PF0354040/20XFL;100;22/04/2024;08/05/2024;16;
PF0354040/20XFL;50;08/05/2024;15/05/2024;7;
PF0354040/20XFL;100;14/05/2024;23/05/2024;9;
PF0424040/20XFL;20;09/05/2024;27/05/2024;18;
PF0424040/20XFL;50;09/05/2024;27/05/2024;18;
PF0424040/20XFL;50;09/05/2024;29/05/2024;20;
PF0354040/20XFL;100;27/05/2024;31/05/2024;4;
PF0789040/20XFL;50;23/05/2024;11/06/2024;19;
PF0789040/20XFL;50;23/05/2024;11/06/2024;19;
PF0354040/20XFL;100;10/06/2024;17/06/2024;7;
PF0354040/20XFL;100;10/06/2024;19/06/2024;9;
PF0354040/20XFL;50;18/06/2024;26/06/2024;8;
PF0354040/20XFL;100;04/07/2024;09/07/2024;5;
PF0354040/20XFL;100;04/07/2024;09/07/2024;5;
PF0399040/20XFL;20;24/09/2024;02/10/2024;8;
PF0451040/20XFL;40;27/09/2024;02/10/2024;5;
PF0451040/20XFL;100;20/09/2024;03/10/2024;13;
PF0399040/20XFL;20;24/09/2024;03/10/2024;9;
PF0354040/20XFL;50;26/09/2024;03/10/2024;7;
PF0354040/20XFL;50;26/09/2024;03/10/2024;7;
PF0354040/20XFL;100;30/09/2024;03/10/2024;3;
PF0451040/20XFL;100;24/09/2024;04/10/2024;10;
PF0451040/20XFL;100;24/09/2024;04/10/2024;10;
PF0354040/20XFL;100;30/09/2024;04/10/2024;4;
PF0354040/20XFL;50;30/09/2024;08/10/2024;8;
PF0354040/20XFL;50;30/09/2024;08/10/2024;8;
PF0354040/20XFL;45;15/10/2024;21/10/2024;6;
PF0341040/20XFL;50;16/10/2024;21/10/2024;5;
PF0341040/20XFL;50;16/10/2024;22/10/2024;6;
PF0341040/20XFL;50;16/10/2024;24/10/2024;8;
PF0580040/20XFL;20;17/10/2024;24/10/2024;7;
PF0580040/20XFL;20;17/10/2024;25/10/2024;8;
PF0327040/20XFL;33;21/10/2024;25/10/2024;4;
PF0341040/20XFL;50;16/10/2024;28/10/2024;12;
PF0451040/20XFL;90;23/10/2024;28/10/2024;5;
PF0341040/20XFL;50;16/10/2024;29/10/2024;13;
PF0451040/20XFL;50;23/10/2024;29/10/2024;6;
PF0341040/20XFL;20;16/10/2024;30/10/2024;14;
PF0451040/20XFL;20;28/10/2024;31/10/2024;3;
PF0451040/20XFL;80;23/10/2024;04/11/2024;12;
PF0354040/20XFL;50;06/11/2024;08/11/2024;2;
PF0424040/20XFL;50;04/11/2024;11/11/2024;7;
PF0451040/20XFL;35;07/11/2024;11/11/2024;4;
PF0451040/20XFL;65;07/11/2024;11/11/2024;4;
PF0354040/20XFL;50;08/11/2024;14/11/2024;6;
PF0341040/20XFL;100;18/11/2024;20/11/2024;2;
PF0341040/20XFL;100;18/11/2024;21/11/2024;3;
PF0341040/20XFL;100;18/11/2024;22/11/2024;4;
PF0354040/20XFL;50;20/11/2024;27/11/2024;7;
PF0723040/20XFL;40;04/12/2024;11/12/2024;7;
PF0354040/20XFL;50;02/12/2024;12/12/2024;10;
PF0354040/20XFL;50;02/12/2024;12/12/2024;10;
PF0354040/20XFL;50;02/12/2024;12/12/2024;10;
PF0723040/20XFL;40;04/12/2024;12/12/2024;8;
PF0724040/20XFL;50;11/12/2024;12/12/2024;1;
PF0354040/20XFL;50;10/12/2024;13/12/2024;3;
PF0341040/20XFL;100;18/11/2024;19/12/2024;31;
PF0341040/20XFL;100;18/11/2024;03/01/2025;46;
PF0354040/20XFL;100;17/12/2024;09/01/2025;23;
PF0354040/20XFL;100;17/12/2024;13/01/2025;27;
PF0354040/20XFL;50;19/12/2024;13/01/2025;25;
PF0789040/20XFL;50;27/01/2025;04/02/2025;8;
PF0789040/20XFL;50;27/01/2025;04/02/2025;8;
PF0451040/20XFL;100;31/01/2025;07/02/2025;7;
PF0451040/20XFL;100;31/01/2025;07/02/2025;7;
PF0354040/20XFL;50;04/02/2025;07/02/2025;3;
PF0789040/20XFL;50;19/03/2025;04/04/2025;16;
PF0451040/20XFL;140;04/04/2025;11/04/2025;7;
PF0451040/20XFL;100;04/04/2025;16/04/2025;12;
PF0451040/20XFL;20;04/04/2025;23/04/2025;19;
PF0451040/20XFL;100;25/03/2025;24/04/2025;30;
PF0451040/20XFL;20;04/04/2025;24/04/2025;20;
PF0451040/20XFL;20;04/04/2025;24/04/2025;20;
PF0451040/20XFL;20;04/04/2025;24/04/2025;20;
PF0451040/20XFL;50;04/04/2025;24/04/2025;20;
PF0451040/20XFL;50;04/04/2025;24/04/2025;20;
PF0723040/20XFL;100;20/05/2025;26/05/2025;6;
PF0451040/20XFL;40;28/05/2025;03/06/2025;6;
PF0336040/20XFL;30;30/05/2025;06/06/2025;7;
PF0451040/20XFL;40;06/06/2025;11/06/2025;5;
PF0451040/20XFL;40;13/06/2025;23/06/2025;10;
PF0451040/20XFL;40;02/07/2025;08/07/2025;6;
PF0451040/20XFL;20;11/07/2025;15/07/2025;4;
PF0451040/20XFL;40;11/07/2025;15/07/2025;4;
PF0451040/20XFL;40;11/07/2025;15/07/2025;4;
PF0451040/20XFL;50;11/07/2025;21/07/2025;10;
PF0451040/20XFL;90;11/07/2025;21/07/2025;10;
PF0451040/20XFL;40;21/07/2025;23/07/2025;2;
PF0327040/20XFL;49;17/03/2023;21/03/2023;4;
PF0327040/20XFL;49;17/03/2023;23/03/2023;6;
PF0327040/20XFL;49;17/03/2023;23/03/2023;6;
PF0327040/20XFL;49;17/03/2023;23/03/2023;6;
PF0026040/20XFL;80;01/06/2023;08/06/2023;7;
PF0026040/20XFL;50;27/05/2024;05/06/2024;9;
PF0026040/20XFL;150;02/07/2024;05/07/2024;3;
PF0026040/20XFL;100;20/12/2024;03/02/2025;45;
PF0026040/20XFL;150;17/02/2025;21/02/2025;4;
PF0026040/20XFL;80;15/04/2025;28/04/2025;13;
PF0026040/20XFL;100;15/04/2025;30/04/2025;15;
PF0336040/20XP6;35;04/09/2024;20/09/2024;16;
PF0026040/20XP6;200;20/12/2024;14/01/2025;25;
PF0451040/20XP6;30;31/01/2025;03/02/2025;3;
PF0451040/20XP6;20;04/04/2025;07/04/2025;3;
PF0451040/20XP6;45;12/06/2025;16/06/2025;4;
PF0660044300LFL;12;23/05/2023;07/06/2023;15;
PF0660044300LFL;12;23/05/2023;07/06/2023;15;
PF0660044300LFL;12;23/05/2023;07/06/2023;15;
PF0660044300LFL;13;23/05/2023;07/06/2023;15;
PF0660044300LFL;13;23/05/2023;07/06/2023;15;
PF0660044300LFL;13;23/05/2023;07/06/2023;15;
PF0660044300LFL;12;23/05/2023;12/06/2023;20;
PF0660044300LFL;12;23/05/2023;12/06/2023;20;
PF0660044300LFL;12;23/05/2023;12/06/2023;20;
PF0660044300LFL;13;23/05/2023;12/06/2023;20;
PF0660044300LFL;13;23/05/2023;12/06/2023;20;
PF0660044300LFL;13;23/05/2023;12/06/2023;20;
PF0660044300LFL;120;12/02/2024;29/02/2024;17;
PF0660044300LFL;70;12/02/2024;04/03/2024;21;
PF0660044300LFL;60;12/02/2024;05/03/2024;22;
PF0660044300LFL;120;12/02/2024;05/03/2024;22;
PF0660044300LFL;120;12/02/2024;02/04/2024;50;
PF0660044300LFL;120;12/02/2024;19/04/2024;67;
PF0660044300LFL;120;12/02/2024;23/04/2024;71;
PF0660044300LFL;80;12/02/2024;29/04/2024;77;
PF0660044300LFL;120;12/02/2024;29/04/2024;77;
PF0660044300LFL;120;12/02/2024;13/05/2024;91;
PF0660044300LFL;120;12/02/2024;13/05/2024;91;
PF0660044300LFL;120;12/02/2024;15/05/2024;93;
PF0660044300LFL;60;12/02/2024;20/05/2024;98;
PF0660044300LFL;114;24/05/2024;10/06/2024;17;
PF0660044300LFL;108;27/05/2024;13/06/2024;17;
PF0660044300LFL;40;20/11/2024;04/12/2024;14;
PF0660044300LFL;80;20/11/2024;04/12/2024;14;
PF0660044300LFL;120;20/11/2024;04/12/2024;14;
PF0660044300LFL;40;20/11/2024;16/12/2024;26;
PF0660044300LFL;80;20/11/2024;20/12/2024;30;
PF0660044300LFL;120;20/11/2024;20/12/2024;30;
PF0660044300LFL;80;20/11/2024;07/01/2025;48;
PF0660044300LFL;40;20/11/2024;09/01/2025;50;
PF0660044300LFL;120;20/11/2024;16/01/2025;57;
PF0660044300LFL;120;20/11/2024;16/01/2025;57;
PF0660044300LFL;120;20/11/2024;18/01/2025;59;
PF0660044300LFL;120;20/11/2024;21/01/2025;62;
PF0660044300LFL;120;20/11/2024;22/01/2025;63;
PF0660044300LFL;80;20/11/2024;27/01/2025;68;
PF0660044300LFL;120;20/11/2024;30/01/2025;71;
PF0660044300LFL;100;20/11/2024;06/02/2025;78;
PF0660044300LFL;120;20/11/2024;10/02/2025;82;
PF0660044300LFL;120;20/11/2024;10/02/2025;82;
PF0660044300LFL;90;20/11/2024;18/02/2025;90;
PF0660044300LFL;120;20/11/2024;27/02/2025;99;
PF0660044300LFL;120;20/11/2024;28/02/2025;100;
PF0660044300LFL;120;21/02/2025;13/03/2025;20;
PF0660044300LFL;120;21/02/2025;17/03/2025;24;
PF0660044300LZF;120;12/02/2024;29/02/2024;17;
PF0660044300LZF;120;12/02/2024;01/03/2024;18;
PF0660044300LZF;60;12/02/2024;04/03/2024;21;
PF0660044300LZF;70;12/02/2024;13/03/2024;30;
PF0660044300LZF;120;12/02/2024;05/04/2024;53;
PF0660044300LZF;80;12/02/2024;19/04/2024;67;
PF0660044300LZF;120;12/02/2024;22/04/2024;70;
PF0660044300LZF;120;12/02/2024;22/04/2024;70;
PF0660044300LZF;120;12/02/2024;29/04/2024;77;
PF0660044300LZF;120;12/02/2024;29/04/2024;77;
PF0660044300LZF;120;12/02/2024;29/04/2024;77;
PF0660044300LZF;120;12/02/2024;30/04/2024;78;
PF0660044300LZF;60;12/02/2024;17/05/2024;95;
PF0660044300LZF;60;12/02/2024;20/05/2024;98;
PF0660044300LZF;112;24/05/2024;10/06/2024;17;
PF0660044300LZF;108;27/05/2024;13/06/2024;17;
PF0660044300LZF;80;20/11/2024;04/12/2024;14;
PF0660044300LZF;120;20/11/2024;04/12/2024;14;
PF0660044300LZF;40;20/11/2024;16/12/2024;26;
PF0660044300LZF;120;20/11/2024;19/12/2024;29;
PF0660044300LZF;120;20/11/2024;20/12/2024;30;
PF0660044300LZF;80;20/11/2024;03/01/2025;44;
PF0660044300LZF;80;20/11/2024;08/01/2025;49;
PF0660044300LZF;40;20/11/2024;09/01/2025;50;
PF0660044300LZF;40;20/11/2024;09/01/2025;50;
PF0660044300LZF;120;20/11/2024;27/01/2025;68;
PF0660044300LZF;120;20/11/2024;28/01/2025;69;
PF0660044300LZF;80;20/11/2024;31/01/2025;72;
PF0660044300LZF;120;20/11/2024;31/01/2025;72;
PF0660044300LZF;120;20/11/2024;03/02/2025;75;
PF0660044300LZF;120;20/11/2024;03/02/2025;75;
PF0660044300LZF;120;20/11/2024;06/02/2025;78;
PF0660044300LZF;120;20/11/2024;12/02/2025;84;
PF0660044300LZF;100;20/11/2024;13/02/2025;85;
PF0660044300LZF;120;20/11/2024;18/02/2025;90;
PF0660044300LZF;120;20/11/2024;19/02/2025;91;
PF0660044300LZF;120;20/11/2024;25/02/2025;97;
PF0660044300LZF;120;26/02/2025;12/03/2025;14;
PF0660044300LZF;120;21/02/2025;14/03/2025;21;
PF0714055360APF;742;08/02/2023;16/03/2023;36;
PF0714055360APF;512;08/02/2023;28/03/2023;48;
PF0714055360APF;512;08/02/2023;28/03/2023;48;
PF0714055360APF;229;08/02/2023;04/04/2023;55;
PF0714055360APF;50;02/05/2023;18/05/2023;16;
PF0714055360APF;50;02/05/2023;18/05/2023;16;
PF0714055360APF;250;25/05/2023;23/06/2023;29;
PF0714055360APF;250;25/05/2023;26/06/2023;32;
PF0714055360APF;50;30/05/2023;26/06/2023;27;
PF0714055360APF;200;30/05/2023;04/07/2023;35;
PF0714055360APF;500;15/06/2023;13/07/2023;28;
PF0714055360APF;260;15/06/2023;17/07/2023;32;
PF0714055360APF;100;28/06/2023;19/07/2023;21;
PF0714055360APF;250;28/06/2023;26/07/2023;28;
PF0714055360APF;250;30/10/2023;17/11/2023;18;
PF0714055360APF;250;13/11/2023;30/11/2023;17;
PF0714055360APF;40;14/11/2023;30/11/2023;16;
PF0714055360APF;250;08/01/2024;29/01/2024;21;
PF0714055360APF;370;27/02/2024;06/03/2024;8;
PF0714055360APF;200;29/02/2024;06/03/2024;6;
PF0714055360APF;600;31/01/2024;11/03/2024;40;
PF0714055360APF;420;22/03/2024;03/04/2024;12;
PF0714055360APF;250;28/03/2024;09/04/2024;12;
PF0714055360APF;470;22/03/2024;30/04/2024;39;
PF0714055360APF;24;03/05/2024;21/05/2024;18;
PF0714055360APF;50;11/06/2024;24/06/2024;13;
PF0714055360APF;250;20/06/2024;15/07/2024;25;
PF0714055360APF;410;03/07/2024;30/07/2024;27;
PF0714055360APF;72;03/07/2024;29/08/2024;57;
PF0714055360APF;200;03/07/2024;09/09/2024;68;
PF0714055360APF;200;03/07/2024;16/09/2024;75;
PF0714055360APF;250;03/07/2024;16/09/2024;75;
PF0714055360APF;300;09/07/2024;02/10/2024;85;
PF0714055360APF;120;26/08/2024;02/10/2024;37;
PF0714055360APF;100;03/07/2024;18/10/2024;107;
PF0714055360APF;300;17/09/2024;18/10/2024;31;
PF0714055360APF;40;20/11/2024;26/11/2024;6;
PF0714055360APF;25;16/12/2024;20/12/2024;4;
PF0714055360APF;250;08/01/2025;26/02/2025;49;
PF0714055360APF;250;08/01/2025;26/02/2025;49;
PF0714055360APF;510;10/02/2025;19/03/2025;37;
PF0714055360APF;100;10/02/2025;01/04/2025;50;
PF0714055360APF;150;10/03/2025;01/04/2025;22;
PF0714055360APF;20;05/05/2025;29/05/2025;24;
PF0714055360APF;20;05/05/2025;29/05/2025;24;
PF0714055360APF;32;05/05/2025;29/05/2025;24;
PF0714055360APF;76;05/05/2025;29/05/2025;24;
PF0714055360APF;76;05/05/2025;29/05/2025;24;
PF0714055360APF;250;17/06/2025;15/07/2025;28;
PF0008060/20X66;35;09/01/2023;10/01/2023;1;
PF0746060/20X66;400;11/04/2023;21/04/2023;10;
PF0008060/20X66;70;20/04/2023;03/05/2023;13;
PF0008060/20X66;35;08/06/2023;13/06/2023;5;
PF0008060/20X66;75;14/06/2023;16/06/2023;2;
PF0008060/20X66;75;19/06/2023;26/06/2023;7;
PF0746060/20X66;500;03/08/2023;05/09/2023;33;
PF0746060/20X66;450;14/11/2023;23/11/2023;9;
PF0008060/20X66;35;21/02/2024;27/02/2024;6;
PF0746060/20X66;500;26/02/2024;01/03/2024;4;
PF0746060/20X66;400;24/09/2024;25/09/2024;1;
PF0746060/20X66;400;24/03/2025;25/03/2025;1;
PF0746060/20X66;300;16/06/2025;19/06/2025;3;
PF0008060/20XEX;40;05/01/2023;30/01/2023;25;
PF0008060/20XEX;100;09/01/2023;30/01/2023;21;
PF0008060/20XEX;140;17/01/2023;30/01/2023;13;
PF0008060/20XEX;40;05/01/2023;31/01/2023;26;
PF0008060/20XEX;80;17/01/2023;08/02/2023;22;
PF0008060/20XEX;40;22/03/2023;27/03/2023;5;
PF0008060/20XEX;56;23/03/2023;06/04/2023;14;
PF0008060/20XEX;40;22/03/2023;17/04/2023;26;
PF0008060/20XEX;40;26/04/2023;02/05/2023;6;
PF0008060/20XEX;40;05/05/2023;22/05/2023;17;
PF0008060/20XEX;40;09/05/2023;22/05/2023;13;
PF0008060/20XEX;70;15/05/2023;22/05/2023;7;
PF0008060/20XEX;40;15/05/2023;26/05/2023;11;
PF0008060/20XEX;80;08/06/2023;16/06/2023;8;
PF0008060/20XEX;70;27/06/2023;29/06/2023;2;
PF0008060/20XEX;40;29/06/2023;04/07/2023;5;
PF0008060/20XEX;40;11/07/2023;17/07/2023;6;
PF0008060/20XEX;80;28/08/2023;08/09/2023;11;
PF0008060/20XEX;40;03/10/2023;18/10/2023;15;
PF0008060/20XEX;40;26/10/2023;07/11/2023;12;
PF0008060/20XEX;50;14/11/2023;20/11/2023;6;
PF0008060/20XEX;100;26/01/2024;01/02/2024;6;
PF0008060/20XEX;80;26/01/2024;02/02/2024;7;
PF0008060/20XEX;40;21/02/2024;06/03/2024;14;
PF0008060/20XEX;30;07/03/2024;27/03/2024;20;
PF0008060/20XEX;80;15/04/2024;02/05/2024;17;
PF0008060/20XEX;140;29/04/2024;02/05/2024;3;
PF0008060/20XEX;70;15/04/2024;07/05/2024;22;
PF0008060/20XEX;70;15/04/2024;07/05/2024;22;
PF0008060/20XEX;100;10/06/2024;17/06/2024;7;
PF0008060/20XEX;140;15/04/2024;18/06/2024;64;
PF0008060/20XEX;40;10/06/2024;18/06/2024;8;
PF0008060/20XEX;40;10/06/2024;18/06/2024;8;
PF0008060/20XEX;40;10/06/2024;21/06/2024;11;
PF0008060/20XEX;40;10/06/2024;21/06/2024;11;
PF0008060/20XEX;40;20/06/2024;25/06/2024;5;
PF0029060/20XEX;40;14/11/2024;02/12/2024;18;
PF0008060/20XEX;80;20/11/2024;03/12/2024;13;
PF0731060/20XEX;140;20/01/2025;06/02/2025;17;
PF0731060/20XEX;140;20/01/2025;06/02/2025;17;
PF0731060/20XEX;140;20/01/2025;20/02/2025;31;
PF0731060/20XEX;140;20/01/2025;20/02/2025;31;
PF0008060/20XEX;40;03/03/2025;19/03/2025;16;
PF0008060/20XEX;100;03/03/2025;19/03/2025;16;
PF0008060/20XEX;100;03/03/2025;09/04/2025;37;
PF0008060/20XEX;40;03/03/2025;11/04/2025;39;
PF0008060/20XEX;40;03/03/2025;11/04/2025;39;
PF0008060/20XEX;40;03/03/2025;11/04/2025;39;
PF0008060/20XEX;40;17/03/2025;11/04/2025;25;
PF0008060/20XEX;100;08/04/2025;13/05/2025;35;
PF0746060/20XEX;50;24/06/2025;30/06/2025;6;
PF0008060/30IEX;40;17/01/2023;06/02/2023;20;
PF0008060/30IEX;40;15/05/2023;29/05/2023;14;
PF0008060/30IEX;40;26/01/2024;07/02/2024;12;
PF0008060/30IEX;40;08/11/2024;04/12/2024;26;
PF0008060/30IEX;35;08/11/2024;05/12/2024;27;
PF0008060/30IEX;40;03/03/2025;09/04/2025;37;
PF0008060/30IEX;40;03/03/2025;09/04/2025;37;
PF0496070/10A66;12;14/03/2023;27/03/2023;13;
PF0496070/10A66;12;17/03/2023;27/03/2023;10;
PF0496070/10A66;18;02/10/2023;05/10/2023;3;
PF0496070/10A66;96;23/10/2023;31/10/2023;8;
PF0496070/10A66;114;23/10/2023;31/10/2023;8;
PF0496070/10A66;114;23/10/2023;07/11/2023;15;
PF0654070/10A66;59;06/05/2024;15/05/2024;9;
PF0496070/10A66;21;25/09/2024;30/09/2024;5;
PF0129070/10A66;20;25/01/2023;31/01/2023;6;
PF0129070/10A66;30;29/08/2023;05/09/2023;7;
PF0037070/10A66;48;29/11/2023;30/11/2023;1;
PF0424070/10AEX;40;23/01/2023;09/02/2023;17;
PF0424070/10AEX;45;24/01/2023;09/02/2023;16;
PF0084070/10AEX;40;02/02/2023;09/02/2023;7;
PF0424070/10AEX;45;23/01/2023;10/02/2023;18;
PF0424070/10AEX;30;24/01/2023;13/02/2023;20;
